"businessLegalName","doingBusinessAsName","businessAddressText","streetAddressText","cityName","stateCode","zipCode","sectionCodeList"
"NOVA POWER SYSTEMS INC","","","","","","","64: Contractors"
"NOVA PROPERTIES INC","","","","","","","571B: Real Estate Broker"
"NOVA THERAPEUTIC MASSAGE LTD","COURTHOUSE THERAPEUTIC MASSAGE","2250 CLARENDON BLVD # K ARLINGTON VA 22201-3349","2250 CLARENDON BLVD","ARLINGTON","VA","22201-3349","58: Personal Services"
"NOVA WATER WORKS LLC","MR. ROOTER PLUMBING OF NORTHERN VIRGINIA","","","","","","64: Contractors"
"NOVAD MANAGEMENT CONSULTING LLC","","1655 FORT MYER DR # 700 ARLINGTON VA 22209-3199","1655 FORT MYER DR","ARLINGTON","VA","22209-3199","57B: Specialized"
"NOVELLA CUSTOM HOMES LLC","NOVELLA HOMES","4000 GENESEE PL # 205 WOODBRIDGE VA 22192-8302","4000 GENESEE PL","WOODBRIDGE","VA","22192-8302","81A: Builders/Developers"
"NOVUS HOME BUYERS LLC","","2221 S CLARK ST ARLINGTON VA 22202-3745","2221 S CLARK ST","ARLINGTON","VA","22202-3745","57B: Specialized"
"NOYES AIR CONDITIONING CONTRACTORS","","16761 OAKMONT AVE GAITHERSBURG MD 20877-4111","16761 OAKMONT AVE","GAITHERSBURG","MD","20877-4111","64: Contractors"
"NPC INC","","2200 WILSON BLVD # 210 ARLINGTON VA 22201-3324","2200 WILSON BLVD","ARLINGTON","VA","22201-3324","57B: Specialized"
"NPC QUALITY BURGERS INC","WENDYS #6547","5066 LEE HWY ARLINGTON VA 22207-1605","5066 LEE HWY","ARLINGTON","VA","22207-1605","611: Restaurant"
"NPC QUALITY BURGERS INC","WENDYS #6537","3431 COLUMBIA PIKE ARLINGTON VA 22204-4211","3431 COLUMBIA PIKE","ARLINGTON","VA","22204-4211","611: Restaurant"
"NPC QUALITY BURGERS INC","WENDYS #6519","5050 S CHESTERFIELD RD ARLINGTON VA 22206-1021","5050 S CHESTERFIELD RD","ARLINGTON","VA","22206-1021","611: Restaurant"
"NPL CONSTRUCTION CO","","10109 RESIDENCY RD MANASSAS VA 20110-2008","10109 RESIDENCY RD","MANASSAS","VA","20110-2008","64: Contractors"
"NRC LANDSCAPE CONSTRUCTION","","43483 VALLEYVISTA LN CHANTILLY VA 20152-1915","43483 VALLEYVISTA LN","CHANTILLY","VA","20152-1915","64: Contractors"
"NRT MID-ATLANTIC LLC","COLDWELL BANKER RESIDENTIAL","4500 OLD DOMINION DR ARLINGTON VA 22207-3318","4500 OLD DOMINION DR","ARLINGTON","VA","22207-3318","571B: Real Estate Broker"
"NTC MAZZUCA CONTRATCING INC","","10907 GUILFORD RD # A ANNAPOLIS JUNCTION MD 20701-1125","10907 GUILFORD RD","ANNAPOLIS JUNCTION","MD","20701-1125","64: Contractors"
"N-TECH MECHANICAL SERVICES INC","","4509 METROPOLITAN CT # A FREDERICK MD 21704-9452","4509 METROPOLITAN CT","FREDERICK","MD","21704-9452","64: Contractors"
"NTT DATA FEDERAL INC","","241 18TH ST S # 605 ARLINGTON VA 22202-3418","241 18TH ST S","ARLINGTON","VA","22202-3418","57B: Specialized"
"NTVI FED LLC","","PENTAGON WASHINGTON DC 20001","PENTAGON","WASHINGTON","DC","20001-0000","57B: Specialized"
"NU BROWN LLC","","","","","","","71B: Renting Commercial Real Estate"
"NUI MEDIA INC","","2111 WILSON BLVD # 700 ARLINGTON VA 22201-3052","2111 WILSON BLVD","ARLINGTON","VA","22201-3052","57B: Specialized"
"NULIVING OPTIMAL WELLNESS AND LONGEVITY CENTER PLLC","","611 S CARLIN SPRINGS RD # 411 ARLINGTON VA 22204-1087","611 S CARLIN SPRINGS RD","ARLINGTON","VA","22204-1087","57A: Professional"
"NUMBERSUSA EDUCATION & RESEARCH FOUNDATION","","1400 CRYSTAL DR # 240 ARLINGTON VA 22202-3231","1400 CRYSTAL DR","ARLINGTON","VA","22202-3231","57B: Specialized"
"NURAY OZEK","","1021 ARLINGTON BLVD # 1143 ARLINGTON VA 22209-2241","1021 ARLINGTON BLVD","ARLINGTON","VA","22209-2241","71A: Renting Residential Property"
"NURIA FOUNDATION","","4250 FAIRFAX DR # 600 ARLINGTON VA 22203-2091","4250 FAIRFAX DR","ARLINGTON","VA","22203-2091","57B: Specialized"
"NURIA REALTY CORP","","4250 FAIRFAX DR # 600 ARLINGTON VA 22203-2091","4250 FAIRFAX DR","ARLINGTON","VA","22203-2091","571B: Real Estate Broker"
"NURIA TOURS CORP","","4250 FAIRFAX DR # 600 ARLINGTON VA 22203-2091","4250 FAIRFAX DR","ARLINGTON","VA","22203-2091","57B: Specialized"
"NUSRAT KHAN","NEW YORK GYRO AND GRILL CHICKEN","6705 TOWER DR # 10 ALEXANDRIA VA 22306-6705","6705 TOWER DR","ALEXANDRIA","VA","22306-6705","38001: Peddlers - Food for Profit"
"NUTRITION COACHING LLC","","2517 N GLEBE RD ARLINGTON VA 22207-3524","2517 N GLEBE RD","ARLINGTON","VA","22207-3524","57B: Specialized"
"NUTWELL PLUMBING & HEATING INC","NUTWELL PLUMBING & HEATING INC","9265 LUFTSCHLOSS DR POMFRET MD 20675-3314","9265 LUFTSCHLOSS DR","POMFRET","MD","20675-3314","64: Contractors"
"NV GROUP LLC","","1501 WILSON BLVD ARLINGTON VA 22209-2460","1501 WILSON BLVD","ARLINGTON","VA","22209-2460","58: Personal Services"
"NV IMPROVEMENTS INC","","4908 LANYARD LN WOODBRIDGE VA 22192-5746","4908 LANYARD LN","WOODBRIDGE","VA","22192-5746","64: Contractors"
"NV KITCHEN & BATH RENOVATION LLC","","7185 LEE HWY FALLS CHURCH VA 22046-3745","7185 LEE HWY","FALLS CHURCH","VA","22046-3745","64: Contractors"
"NVA SUBURBAN INC","SUBURBAN ANIMAL HOSPITAL (ARLINGTON CO)","6879 LEE HWY ARLINGTON VA 22213-1094","6879 LEE HWY","ARLINGTON","VA","22213-1094","57A: Professional, 61: Retail Merchant"
"NVBLU INC","","14120 SULLYFIELD CIR # K CHANTILLY VA 20151-1627","14120 SULLYFIELD CIR","CHANTILLY","VA","20151-1627","64: Contractors"
"NVC HOLDINGS LLC","","","","","","","81A: Builders/Developers"
"NVDB INC","ORTIZ CONSTRUCTION","11250 ROGER BACON DR # 11 RESTON VA 20190-5202","11250 ROGER BACON DR","RESTON","VA","20190-5202","64: Contractors"
"NVE PLUMBING & CONSTRUCTION INC","","3711 BANANA LN MIDLOTHIAN VA 23112-3491","3711 BANANA LN","MIDLOTHIAN","VA","23112-3491","64: Contractors"
"NVOA LLC","","1635 N GEORGE MASON DR # 310 ARLINGTON VA 22205-3616","1635 N GEORGE MASON DR","ARLINGTON","VA","22205-3616","71B: Renting Commercial Real Estate"
"NVP HOME LLC","","4213 PINE LN ALEXANDRIA VA 22312-1056","4213 PINE LN","ALEXANDRIA","VA","22312-1056","64: Contractors"
"NVR INC","RYAN HOMES / NV HOMES /NVURBAN","2408 COLUMBIA PIKE ARLINGTON VA 22204-4407","2408 COLUMBIA PIKE","ARLINGTON","VA","22204-4407","81A: Builders/Developers"
"NVS KITCHEN & BATH INC","NVS REMODELING AND DESIGN","8982 HORNBAKER RD MANASSAS VA 20109-3989","8982 HORNBAKER RD","MANASSAS","VA","20109-3989","64: Contractors"
"NWACHUKWU INVESTMENTS INC","","","","","","","71A: Renting Residential Property"
"NXGEN COMMUNICATIONS LLC","","1934 OLD GALLOWS RD # 350 VIENNA VA 22182-4050","1934 OLD GALLOWS RD","VIENNA","VA","22182-4050","64: Contractors"
"NY FAMOUS KABOB AND GYRO LLC","NY FAMOUS KABOB AND GYRO","","","","","","38001: Peddlers - Food for Profit"
"NY FAMOUS KABOB AND GYRO LLC","NY FAMOUS KABOB AND GYRO","","","","","","38001: Peddlers - Food for Profit"
"O B I CONSTRUCTION CO INC","","5645N GENERAL WASHINGTON DR ALEXANDRIA VA 22312-2403","5645N GENERAL WASHINGTON DR","ALEXANDRIA","VA","22312-2403","64: Contractors"
"O C BUILDERS INC","","6850 ELM ST # 200A MCLEAN VA 22101-3850","6850 ELM ST","MCLEAN","VA","22101-3850","64: Contractors"
"O H I OF VIRGINIA INC","O H I DESIGN","9208 VENTURE CT # B MANASSAS PARK VA 20111-4843","9208 VENTURE CT","MANASSAS PARK","VA","20111-4843","64: Contractors"
"O T R STATE TEACHERS RETIREMENT SYSTEM OF OHIO","","4301 FAIRFAX DR # 110 ARLINGTON VA 22203-1633","4301 FAIRFAX DR","ARLINGTON","VA","22203-1633","591: Parking Garages/Lots, 71B: Renting Commercial Real Estate"
"OAK RIDGE ASSOCIATED UNIVERSITIES INCORPORATED","ORAU","4301 WILSON BLVD # 300 ARLINGTON VA 22203-1867","4301 WILSON BLVD","ARLINGTON","VA","22203-1867","58: Personal Services"
"OAK VIEW HOMES LLC","","105 BATTLE ST SW VIENNA VA 22180-6302","105 BATTLE ST SW","VIENNA","VA","22180-6302","64: Contractors"
"OAKCREST APARTMENT ASSOCIATES LC","OAKCREST APARTMENTS","4385 LEE HWY ARLINGTON VA 22207-3214","4385 LEE HWY","ARLINGTON","VA","22207-3214","71A: Renting Residential Property"
"OAKCREST APARTMENT ASSOCIATES LC","OAKCREST APARTMENTS","4385 LEE HWY ARLINGTON VA 22207-3214","4385 LEE HWY","ARLINGTON","VA","22207-3214","58: Personal Services"
"OAKCREST FARMS L.C.","","407 CHURCH ST NE # L VIENNA VA 22180-4737","407 CHURCH ST NE","VIENNA","VA","22180-4737","64: Contractors"
"OAKLAND APARTMENTS ASSOCIATES LLC","","2040 COLUMBIA PIKE ARLINGTON VA 22204-6236","2040 COLUMBIA PIKE","ARLINGTON","VA","22204-6236","71A: Renting Residential Property"
"OAKRIDGE ELEMENTARY PTA","","1414 24TH ST S ARLINGTON VA 22202-1553","1414 24TH ST S","ARLINGTON","VA","22202-1553","381000: Show & Sale - Non-Profit"
"OAKWOOD ARLINGTON LESSEE LLC","OAKWOOD ARLINGTON","1550 CLARENDON BLVD ARLINGTON VA 22209-2794","1550 CLARENDON BLVD","ARLINGTON","VA","22209-2794","58: Personal Services, 71A: Renting Residential Property, 72: Lodging"
"OAKWOOD CONSTRUCTION & REMODELING LLC","","4016 MOSS PL ALEXANDRIA VA 22304-1722","4016 MOSS PL","ALEXANDRIA","VA","22304-1722","64: Contractors"
"OAKWOOD PROPERTIES LLC","4750 N 21ST ROAD LLC","4750 21ST RD N ARLINGTON VA 22207-2208","4750 21ST RD N","ARLINGTON","VA","22207-2208","71A: Renting Residential Property"
"OAKWOOD PROPERTIES LLC","1828 N 16TH STREET LLC","1828 16TH ST N ARLINGTON VA 22209-2838","1828 16TH ST N","ARLINGTON","VA","22209-2838","58: Personal Services"
"OAKWOOD PROPERTIES LLC","4750 N 21ST ROAD LLC","4750 21ST RD N ARLINGTON VA 22207-2230","4750 21ST RD N","ARLINGTON","VA","22207-2230","58: Personal Services"
"OAKWOOD PROPERTIES LLC","739 N OAKLAND STREET LLC","739 N OAKLAND ST ARLINGTON VA 22203-2231","739 N OAKLAND ST","ARLINGTON","VA","22203-2231","71A: Renting Residential Property"
"OAKWOOD PROPERTIES LLC","1200 N KENSINGTON STREET LLC","1200 N KENSINGTON ST ARLINGTON VA 22205-3524","1200 N KENSINGTON ST","ARLINGTON","VA","22205-3524","71A: Renting Residential Property"
"OAKWOOD PROPERTIES LLC","5700 WASHINGTON BLVD LLC","5700 WASHINGTON BLVD ARLINGTON VA 22205-2914","5700 WASHINGTON BLVD","ARLINGTON","VA","22205-2914","58: Personal Services"
"OAKWOOD PROPERTIES LLC","739 N OAKLAND STREET LLC","739 N OAKLAND ST ARLINGTON VA 22203-2231","739 N OAKLAND ST","ARLINGTON","VA","22203-2231","58: Personal Services"
"OAKWOOD PROPERTIES LLC","1828 N 16TH STREET LLC","1828 16TH ST N ARLINGTON VA 22209-2860","1828 16TH ST N","ARLINGTON","VA","22209-2860","71A: Renting Residential Property"
"OAKWOOD PROPERTIES LLC","5700 WASHINGTON BLVD LLC","5700 WASHINGTON BLVD ARLINGTON VA 22205-2914","5700 WASHINGTON BLVD","ARLINGTON","VA","22205-2914","71A: Renting Residential Property"
"OAKWOOD PROPERTIES LLC","1200 N KENSINGTON STREET LLC","1200 N KENSINGTON ST ARLINGTON VA 22205-3524","1200 N KENSINGTON ST","ARLINGTON","VA","22205-3524","58: Personal Services"
"OAKWOOD PROPERTIES LLC","4750 N 21ST ROAD LLC","4750 21ST RD N ARLINGTON VA 22207-2208","4750 21ST RD N","ARLINGTON","VA","22207-2208","71B: Renting Commercial Real Estate"
"OASIS HEATING AIRCONDITIONING & REFRIGERATION INC","","7220 TELEGRAPH SQUARE DR # V LORTON VA 22079-1554","7220 TELEGRAPH SQUARE DR","LORTON","VA","22079-1554","64: Contractors"
"OASIS NAILS & SPA INC","OASIS NAILS SPA","1918 WILSON BLVD ARLINGTON VA 22201-3005","1918 WILSON BLVD","ARLINGTON","VA","22201-3005","58: Personal Services"
"O'BARR CONSTRUCTION LLC","","13509 JERICHO PARK RD BOWIE MD 20720-3204","13509 JERICHO PARK RD","BOWIE","MD","20720-3204","64: Contractors"
"OBESINOV CORP","FEELWELL COMPRESSION","2007 15TH ST N # 100 ARLINGTON VA 22201-2621","2007 15TH ST N","ARLINGTON","VA","22201-2621","58: Personal Services"
"OBLONG INDUSTRIES INC","","1400 KEY BLVD # 7 ARLINGTON VA 22209-1556","1400 KEY BLVD","ARLINGTON","VA","22209-1556","57B: Specialized"
"OBSIDIAN SOLUTIONS GROUP LLC","","1530 WILSON BLVD # 110 ARLINGTON VA 22209-2447","1530 WILSON BLVD","ARLINGTON","VA","22209-2447","57B: Specialized"
"OBY ULA LLC","OBY LEE","3000 WASHINGTON BLVD ARLINGTON VA 22201-2159","3000 WASHINGTON BLVD","ARLINGTON","VA","22201-2159","26D: Beer & Wine-On/Off, 611: Restaurant"
"OCEAN CONSTRUCTION SERVICES INC","","104 ARAGONA BLVD VIRGINIA BEACH VA 23462-2737","104 ARAGONA BLVD","VIRGINIA BEACH","VA","23462-2737","64: Contractors"
"OCEANEAST ASC INC","","1901 FORT MYER DR # 1017 ARLINGTON VA 22209-1604","1901 FORT MYER DR","ARLINGTON","VA","22209-1604","57B: Specialized"
"O'CONNOR PLUMBING & HEATING LLC","","19301 MATENY HILL RD GERMANTOWN MD 20874-1807","19301 MATENY HILL RD","GERMANTOWN","MD","20874-1807","64: Contractors"
"OCTAGON SERVICES INC","TANKS DIRECT/SHELTERS DIRECT","8580 LAURELDALE DR LAUREL MD 20724-2008","8580 LAURELDALE DR","LAUREL","MD","20724-2008","64: Contractors"
"OCTOBER CONTRACTING LLC","","182 DUKE OF GLOUCESTER ST ANNAPOLIS MD 21401-2523","182 DUKE OF GLOUCESTER ST","ANNAPOLIS","MD","21401-2523","64: Contractors"
"OCULUS GROUP LLC","","2111 WILSON BLVD # 230 ARLINGTON VA 22201-3001","2111 WILSON BLVD","ARLINGTON","VA","22201-3001","57B: Specialized"
"ODAT LLC","AIR TREATMENT COMPANY","518 MILL ST NE VIENNA VA 22180-4526","518 MILL ST NE","VIENNA","VA","22180-4526","64: Contractors"
"ODONNELL ELECTRIC LLC","","","","","","","64: Contractors"
"OFFENDER AID AND RESTORATION OF ARLINGTON COUNTY INC","","1400 N UHLE ST # 704 ARLINGTON VA 22201-2910","1400 N UHLE ST","ARLINGTON","VA","22201-2910","57B: Specialized"
"OFFICE CONVENIENT MART INC","","1320 N COURTHOUSE RD ARLINGTON VA 22201-2501","1320 N COURTHOUSE RD","ARLINGTON","VA","22201-2501","58: Personal Services, 61: Retail Merchant"
"OFFICE ENVIRONMENTS INTERNATIONAL INC","","2700 S QUINCY ST # 320 ARLINGTON VA 22206-2267","2700 S QUINCY ST","ARLINGTON","VA","22206-2267","61: Retail Merchant"
"OFFICE IMAGES INC","","7650 STANDISH PL # 109 DERWOOD MD 20855-7703","7650 STANDISH PL","DERWOOD","MD","20855-7703","64: Contractors"
"OFFUTT A J & ALBRITTAIN S E","DITTMAR BUILDING CO","PO BOX 489 DUNN LORING VA 22027-0489","PO BOX 489","DUNN LORING","VA","22027-0489","64: Contractors"
"OH BABY PHOTOGRAPHY LLC","OH BABY! PHOTOGRAPHY","5852 WASHINGTON BLVD ARLINGTON VA 22205-2925","5852 WASHINGTON BLVD","ARLINGTON","VA","22205-2925","58: Personal Services"
"OHM CONCESSION GROUP LLC","& PIZZA","1 AVIATION CIR WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","611: Restaurant"
"OHM CONCESSION GROUP LLC","GREEN BEANS COFFEE","1 AVIATION CIR WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","611: Restaurant"
"OHM CONCESSION GROUP LLC","GOOD STUFF EATERY","1 AVIATION CIR WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","611: Restaurant"
"OHM CONCESSION GROUP LLC","BRACKET ROOM","1 AVIATION CIR WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","26D: Beer & Wine-On/Off, 562110: Mixed Drinks-001-100 Seats, 611: Restaurant"
"OHO ENTERPRISES III LLC","ORIGINS THAI SPA ELITE","925 N GARFIELD ST # E ARLINGTON VA 22201-2179","925 N GARFIELD ST","ARLINGTON","VA","22201-2179","58: Personal Services"
"OKSANA TARASIUK","","1301 N TROY ST # 115 ARLINGTON VA 22201-2528","1301 N TROY ST","ARLINGTON","VA","22201-2528","57B: Specialized"
"OLA LAWAL","","4238 WILSON BLVD # 106 ARLINGTON VA 22203-1829","4238 WILSON BLVD","ARLINGTON","VA","22203-1829","61: Retail Merchant"
"OLD DOMINION BUILDING GROUP INC","OLD DOMINION BUILDING GROUP INC","","","","","","64: Contractors"
"OLD DOMINION CLASSIC HOMES INC","","","","","","","64: Contractors"
"OLD DOMINION CUSTOM HOMES LLC","","","","","","","64: Contractors"
"OLD DOMINION ENVIRONMENTAL INC","","11047 PIERSON DR # M FREDERICKSBURG VA 22408-2062","11047 PIERSON DR","FREDERICKSBURG","VA","22408-2062","64: Contractors"
"OLD DOMINION INSULATION INC","","12764 OAK LAKE CT MIDLOTHIAN VA 23112-3979","12764 OAK LAKE CT","MIDLOTHIAN","VA","23112-3979","64: Contractors"
"OLD DOMINION RENOVATORS","","2200 VALLEY CIR ALEXANDRIA VA 22302-3221","2200 VALLEY CIR","ALEXANDRIA","VA","22302-3221","64: Contractors"
"OLD DOMINION SETTLEMENTS INC","KEY TITLE","4620 LEE HWY # 211 ARLINGTON VA 22207-3400","4620 LEE HWY","ARLINGTON","VA","22207-3400","57B: Specialized"
"OLD DOMINION SPECIALTY CONSTRUCTION INC","ODSC","","","","","","64: Contractors"
"OLD DOMINION TRIM SPECIALIST INC","","6841 ELM ST # A MC LEAN VA 22101-8002","6841 ELM ST","MC LEAN","VA","22101-8002","64: Contractors"
"OLD DOMINION WAREHOUSE CORP","","PO BOX 7098 ARLINGTON VA 22207-0098","PO BOX 7098","ARLINGTON","VA","22207-0098","71B: Renting Commercial Real Estate"
"OLD GLORY CONSTRUCTION AND CONTRACTING LLC","","23430 ROCK HAVEN WAY # 100 DULLES VA 20166-4427","23430 ROCK HAVEN WAY","DULLES","VA","20166-4427","64: Contractors"
"OLDCASTLE BUILDINGENVELOPE INC","","1001 19TH ST N # 1245 ARLINGTON VA 22209-1710","1001 19TH ST N","ARLINGTON","VA","22209-1710","64: Contractors"
"OLDETOWNE HISTORIC LANDSCAPE INC","","2 N EAST ST FREDERICK MD 21701-5601","2 N EAST ST","FREDERICK","MD","21701-5601","64: Contractors"
"O'LEARY ASPHALT INC","","9629 DOCTOR PERRY RD IJAMSVILLE MD 21754-8718","9629 DOCTOR PERRY RD","IJAMSVILLE","MD","21754-8718","64: Contractors"
"OLEGARIO R  GONZALEZ ORDONEZ","GONZALEZ PAINTING SERVICES","5445 33RD ST NW WASHINGTON DC 20015-1626","5445 33RD ST NW","WASHINGTON","DC","20015-1626","64: Contractors"
"OLIVE MANOLI","","","","","","","591: Parking Garages/Lots, 71A: Renting Residential Property"
"OLIVO TRASH SERVICE INC","","1920 N HOLLISTER ST ARLINGTON VA 22205-3037","1920 N HOLLISTER ST","ARLINGTON","VA","22205-3037","59: Business Services"
"OLIVOS ART STUDIO LLC","","1830 N QUINTANA ST ARLINGTON VA 22205-1902","1830 N QUINTANA ST","ARLINGTON","VA","22205-1902","58: Personal Services"
"OLSON & COMPANY INC","OLSON & CO","2638 JACKSON DR FALLS CHURCH VA 22043-3421","2638 JACKSON DR","FALLS CHURCH","VA","22043-3421","64: Contractors"
"OLSON ADVOCACY GROUP LLC","","2101 WILSON BLVD # 610 ARLINGTON VA 22201-3040","2101 WILSON BLVD","ARLINGTON","VA","22201-3040","57B: Specialized"
"OLYMPIA SWIMMING POOL CO INC","","4040 PENN BELT PL # 100 FORESTVILLE MD 20747-4736","4040 PENN BELT PL","FORESTVILLE","MD","20747-4736","64: Contractors"
"OLYMPIC BALLSTON SVC","","PO BOX 19930 FOUNTAIN HILLS AZ 85269-0930","PO BOX 19930","FOUNTAIN HILLS","AZ","85269-0930","58: Personal Services"
"OLYMPIC ELECTRIC INC","","11591 EDMONSTON RD BELTSVILLE MD 20705-1737","11591 EDMONSTON RD","BELTSVILLE","MD","20705-1737","64: Contractors"
"OMEGA FORWARDING GROUP LLC","","1655 FORT MYER DR # 700 ARLINGTON VA 22209-3199","1655 FORT MYER DR","ARLINGTON","VA","22209-3199","59: Business Services"
"OMEGA PERFORMANCE CORPORATION","","4301 FAIRFAX DR # 700 ARLINGTON VA 22203-1655","4301 FAIRFAX DR","ARLINGTON","VA","22203-1655","57B: Specialized"
"OMEGA SECURITY INTERNATIONAL LLC","","2011 CRYSTAL DR # 400 ARLINGTON VA 22202-3709","2011 CRYSTAL DR","ARLINGTON","VA","22202-3709","57B: Specialized"
"OMEGA SOLUTIONS LLC","OMEGA SOLUTIONS","3711 COLUMBIA PIKE # U-6 ARLINGTON VA 22204-4270","3711 COLUMBIA PIKE","ARLINGTON","VA","22204-4270","60: Repair Services"
"OMEGA WEALTH MANAGEMENT LLC","","200 N GLEBE RD # 730 ARLINGTON VA 22203-3728","200 N GLEBE RD","ARLINGTON","VA","22203-3728","57B: Specialized"
"OMNIEARTH INC","EAGLEVIEW","251 18TH ST S # 650 ARLINGTON VA 22202-3510","251 18TH ST S","ARLINGTON","VA","22202-3510","57B: Specialized"
"OMNIFICS INC","","5845 RICHMOND HWY # 300 ALEXANDRIA VA 22303-1870","5845 RICHMOND HWY","ALEXANDRIA","VA","22303-1870","64: Contractors"
"ON DECK CAPITAL INC","","901 N STUART ST # 700 ARLINGTON VA 22203-4129","901 N STUART ST","ARLINGTON","VA","22203-4129","86B: Qualified Tech Bus 1-499"
"ON LINE INC","","1110 PILGRIM CT CROFTON MD 21114-1359","1110 PILGRIM CT","CROFTON","MD","21114-1359","64: Contractors"
"ON THE MARK MANAGEMENT INC","","","","","","","64: Contractors"
"ON TIME MECHANICAL","","","","","","","64: Contractors"
"ONCOLOGY PHARMACY SERVICES INC","","5204 22ND ST N ARLINGTON VA 22205-3137","5204 22ND ST N","ARLINGTON","VA","22205-3137","57B: Specialized"
"ONE COURTHOUSE METRO LTD PTNSP %GUARDIAN REALTY MANGMT INC","","6000 EXECUTIVE BLVD # 400 NORTH BETHESDA MD 20852-3857","6000 EXECUTIVE BLVD","NORTH BETHESDA","MD","20852-3857","591: Parking Garages/Lots"
"ONE COURTHOUSE METRO LTD PTNSP %GUARDIAN REALTY MANGMT INC","MARVIN R LANG","6000 EXECUTIVE BLVD # 400 NORTH BETHESDA MD 20852-3857","6000 EXECUTIVE BLVD","NORTH BETHESDA","MD","20852-3857","71B: Renting Commercial Real Estate"
"ONE DIVERSIFIED, LLC","","2975 NORTHWOODS PARKWAY NORCROSS GA","2975 NORTHWOODS PARKWAY","NORCROSS","GA","","57B: Specialized"
"ONE ELECTRIC & CONSTRUCTION CORP","","12101 PUTNAM RD ROCKVILLE MD 20852-2120","12101 PUTNAM RD","ROCKVILLE","MD","20852-2120","64: Contractors"
"ONE MIL DEVELOPMENT LLC","COLD STONE CREAMERY","2200 CRYSTAL DR # D ARLINGTON VA 22202-3730","2200 CRYSTAL DR","ARLINGTON","VA","22202-3730","611: Restaurant"
"ONE MORE PAGE LLC","","2200 N WESTMORELAND ST # 101 ARLINGTON VA 22213-1045","2200 N WESTMORELAND ST","ARLINGTON","VA","22213-1045","61: Retail Merchant"
"ONE NETWORK ENTERPRISES INC","","2345 CRYSTAL DR # 110 ARLINGTON VA 22202-4801","2345 CRYSTAL DR","ARLINGTON","VA","22202-4801","57B: Specialized"
"ONE PARKING 1320 INC","","1320 N COURTHOUSE RD ARLINGTON VA 22201-2501","1320 N COURTHOUSE RD","ARLINGTON","VA","22201-2501","591: Parking Garages/Lots"
"ONE PARKING 1616 INC","","1616 FORT MYER DR ARLINGTON VA 22209-3110","1616 FORT MYER DR","ARLINGTON","VA","22209-3110","591: Parking Garages/Lots"
"ONE PARKING 2500 WILSON INC","","2500 WILSON BLVD ARLINGTON VA 22201-3837","2500 WILSON BLVD","ARLINGTON","VA","22201-3837","591: Parking Garages/Lots"
"ONE PARKING 3033 WILSON INC","","3033 WILSON BLVD ARLINGTON VA 22201-3866","3033 WILSON BLVD","ARLINGTON","VA","22201-3866","591: Parking Garages/Lots"
"ONE PARKING 4301 FAIRFAX INC","","4301 FAIRFAX DR ARLINGTON VA 22203-1627","4301 FAIRFAX DR","ARLINGTON","VA","22203-1627","591: Parking Garages/Lots"
"ONE PARKING 4350 FAIRFAX INC","","4350 FAIRFAX DR ARLINGTON VA 22203-1695","4350 FAIRFAX DR","ARLINGTON","VA","22203-1695","591: Parking Garages/Lots"
"ONE PARKING A PLAZA INC","","2000 15TH ST N ARLINGTON VA 22201-2683","2000 15TH ST N","ARLINGTON","VA","22201-2683","58: Personal Services"
"ONE PARKING ARLINGTON TOWER INC","","1300 17TH ST N ARLINGTON VA 22209-3803","1300 17TH ST N","ARLINGTON","VA","22209-3803","591: Parking Garages/Lots"
"ONE PARKING CWT INC","","1300 WILSON BLVD ARLINGTON VA 22209-2323","1300 WILSON BLVD","ARLINGTON","VA","22209-2323","58: Personal Services"
"ONE PARKING PARK PLACE INC","","1655 FORT MYER DR ARLINGTON VA 22209-3113","1655 FORT MYER DR","ARLINGTON","VA","22209-3113","58: Personal Services"
"ONE STOP AUTO CENTER LLC","","67 N GLEBE RD ARLINGTON VA 22203-3703","67 N GLEBE RD","ARLINGTON","VA","22203-3703","60: Repair Services, 61: Retail Merchant, 612: Filling Station"
"ONE STOP AUTOMOTIVE & TIRES LLC","","67 N GLEBE RD ARLINGTON VA 22203-3703","67 N GLEBE RD","ARLINGTON","VA","22203-3703","60: Repair Services, 61: Retail Merchant"
"ONE STOP PEST SERVICES INC","ONE STOP PEST SERVICES","901 S HIGHLAND ST # 321 ARLINGTON VA 22204-2457","901 S HIGHLAND ST","ARLINGTON","VA","22204-2457","59: Business Services"
"ONE UMMAH LLC","DISCOUNT TOBACCO AND MONEY TRANSFER","5171 LEE HWY ARLINGTON VA 22207-1603","5171 LEE HWY","ARLINGTON","VA","22207-1603","57B: Specialized, 61: Retail Merchant"
"ONE WORLD STONE LLC","","","","","","","64: Contractors"
"ONEIDA COMMUNICATION","","5400 DOWER HOUSE RD UPPER MARLBORO MD 20772-3602","5400 DOWER HOUSE RD","UPPER MARLBORO","MD","20772-3602","64: Contractors"
"O'NEILL AND ASSOCIATES","","858 HOODS MILL RD COOKSVILLE MD 21723-9710","858 HOODS MILL RD","COOKSVILLE","MD","21723-9710","64: Contractors"
